Genişletilmiş Sentetik Gönüllü ve Eğitim Veri Seti;;;;;;;
;;;;;;;
Başlık;Açıklama;;;;;;
Veri Niteliği;Tüm kişi, hesap, eğitim, sertifika, katılım ve sınav bilgileri tamamen sentetiktir.;;;;;;
Eğitim Türleri;Afet Farkındalık, Depremde Arama ve Kurtarma, Enkazda Arama ve Kurtarma Temel, Navigasyon, Kampçılık, Haberleşme ve Yangın Farkındalık.;;;;;;
Tarih Biçimi;"Tarih alanları gg.aa.yyyy; tarih-saat alanları gg.aa.yyyy ss:dd biçiminde gösterilir.";;;;;;
İlişkiler;Gönüllü ID, Eğitmen ID, Merkez Sorumlu ID, Eğitim ID ve Sınav ID alanları sayfalar arasında ilişki kurar.;;;;;;
Hesaplar;Her gönüllü, eğitmen ve merkez eğitim sorumlusu e-posta ve sentetik şifre ile bir hesaba bağlıdır.;;;;;;
Sınavlar;Katılımcı bazında sınava girme durumu, alınan puan ve geçti/kaldı bilgisi bulunur.;;;;;;
Referans Tarihi;17.07.2026;;;;;;
Yeni Seviyeli Eğitimler;Kentsel Arama Kurtarma, Su Arama Kurtarma ve Doğada Arama Kurtarma eğitimleri Seviye 1-5 olarak eklenmiştir.;;;;;;
Seviye Yapısı;"Her eğitim grubu için 5 seviye vardır; süre ve geçme puanı seviyeye göre artar.";;;;;;
Toplam Yeni Eğitim;15;;;;;;

Gönüllü ID;Ad Soyad;Telefon;Telefon Son Güncelleme;E-posta;Şifre;İl;Bölge;Aldığı Eğitimler;Uzmanlık Alanı;Durum;
KAT-0246;EĞT-0013;GNL-0004;Umut Doğan;Kısmi Katılım;63;
KAT-0247;EĞT-0013;GNL-0080;Buse Kaya;Tam Katılım;92;
KAT-0248;EĞT-0013;GNL-0059;Tuğçe Doğan;Tam Katılım;98;
KAT-0249;EĞT-0013;GNL-0043;Nazlı Doğan;Tam Katılım;84;
KAT-0250;EĞT-0013;GNL-0070;Pelin Aksoy;Tam Katılım;94;
KAT-0251;EĞT-0013;GNL-0067;Emre Öztürk;Tam Katılım;95;
KAT-0252;EĞT-0013;GNL-0045;Can Aksoy;Tam Katılım;99;
KAT-0253;EĞT-0013;GNL-0078;Mert Kara;Tam Katılım;85;
KAT-0254;EĞT-0013;GNL-0032;Selin Aslan;Tam Katılım;85;
KAT-0255;EĞT-0013;GNL-0069;Elif Çelik;Tam Katılım;98;
KAT-0256;EĞT-0013;GNL-0058;Melis Kılıç;Tam Katılım;86;
KAT-0257;EĞT-0014;GNL-0047;Umut Şahin;Tam Katılım;96;
KAT-0258;EĞT-0014;GNL-0055;İrem Çelik;Tam Katılım;77;
KAT-0259;EĞT-0014;GNL-0069;Elif Çelik;Kısmi Katılım;46;
KAT-0260;EĞT-0014;GNL-0037;Onur Aslan;Tam Katılım;90;
KAT-0261;EĞT-0014;GNL-0013;Mert Aksoy;Kısmi Katılım;58;
KAT-0262;EĞT-0014;GNL-0004;Umut Doğan;Tam Katılım;92;
KAT-0263;EĞT-0014;GNL-0060;Ceren Aydın;Tam Katılım;88;
KAT-0264;EĞT-0014;GNL-0057;Emre Doğan;Kısmi Katılım;56;
KAT-0265;EĞT-0014;GNL-0066;Barış Kaya;Tam Katılım;86;
KAT-0266;EĞT-0014;GNL-0007;Elif Çelik;Tam Katılım;91;
KAT-0267;EĞT-0014;GNL-0076;Elif Şimşek;Tam Katılım;88;
KAT-0268;EĞT-0014;GNL-0056;Umut Şahin;Tam Katılım;87;
KAT-0269;EĞT-0014;GNL-0068;Buse Aydın;Tam Katılım;100;
KAT-0270;EĞT-0014;GNL-0031;Hakan Yıldız;Tam Katılım;92;
KAT-0271;EĞT-0015;GNL-0013;Mert Aksoy;Tam Katılım;85;
KAT-0272;EĞT-0015;GNL-0073;Pelin Yılmaz;Tam Katılım;96;
KAT-0273;EĞT-0015;GNL-0032;Selin Aslan;Tam Katılım;78;
KAT-0274;EĞT-0015;GNL-0042;Elif Çetin;Kısmi Katılım;34;
KAT-0275;EĞT-0015;GNL-0080;Buse Kaya;Tam Katılım;91;
KAT-0276;EĞT-0015;GNL-0062;Mehmet Aksoy;Tam Katılım;75;
KAT-0277;EĞT-0015;GNL-0040;Selin Özdemir;Tam Katılım;80;
KAT-0278;EĞT-0015;GNL-0068;Buse Aydın;Tam Katılım;75;
KAT-0279;EĞT-0015;GNL-0028;Hakan Şahin;Tam Katılım;82;
KAT-0280;EĞT-0015;GNL-0056;Umut Şahin;Tam Katılım;80;
KAT-0281;EĞT-0015;GNL-0059;Tuğçe Doğan;Katılmadı;0;
KAT-0282;EĞT-0015;GNL-0060;Ceren Aydın;Tam Katılım;91;
KAT-0283;EĞT-0015;GNL-0067;Emre Öztürk;Tam Katılım;99;
KAT-0284;EĞT-0015;GNL-0017;Pelin Aydın;Tam Katılım;99;
KAT-0285;EĞT-0015;GNL-0016;Ece Doğan;Tam Katılım;81;
KAT-0286;EĞT-0015;GNL-0001;Tolga Öztürk;Tam Katılım;91;
KAT-0287;EĞT-0015;GNL-0048;Mert Polat;Tam Katılım;77;
KAT-0288;EĞT-0015;GNL-0070;Pelin Aksoy;Tam Katılım;94;
KAT-0289;EĞT-0015;GNL-0046;Barış Yıldız;Tam Katılım;79;
KAT-0290;EĞT-0015;GNL-0033;Ece Özdemir;Kısmi Katılım;23;
KAT-0291;EĞT-0015;GNL-0020;Zeynep Kaya;Tam Katılım;83;
KAT-0292;EĞT-0015;GNL-0012;Elif Kara;Kısmi Katılım;42;
KAT-0293;EĞT-0015;GNL-0053;Tolga Kurt;Tam Katılım;82;
KAT-0294;EĞT-0015;GNL-0007;Elif Çelik;Tam Katılım;75;
KAT-0295;EĞT-0015;GNL-0064;Hakan Aslan;Tam Katılım;81;
KAT-0296;EĞT-0015;GNL-0047;Umut Şahin;Tam Katılım;80;
KAT-0297;EĞT-0015;GNL-0078;Mert Kara;Tam Katılım;88;
KAT-0298;EĞT-0015;GNL-0021;Burak Öztürk;Tam Katılım;91;
KAT-0299;EĞT-0016;GNL-0069;Elif Çelik;Tam Katılım;85;
KAT-0300;EĞT-0016;GNL-0025;Furkan Şahin;Tam Katılım;100;
KAT-0301;EĞT-0016;GNL-0041;Selin Polat;Tam Katılım;91;
KAT-0302;EĞT-0016;GNL-0063;Derya Kaya;Kısmi Katılım;39;
KAT-0303;EĞT-0016;GNL-0071;Hakan Aslan;Tam Katılım;82;
KAT-0304;EĞT-0016;GNL-0042;Elif Çetin;Tam Katılım;82;
KAT-0305;EĞT-0016;GNL-0018;Derya Aksoy;Tam Katılım;77;
KAT-0306;EĞT-0016;GNL-0070;Pelin Aksoy;Tam Katılım;79;
KAT-0307;EĞT-0016;GNL-0065;Aslı Polat;Tam Katılım;97;
KAT-0308;EĞT-0016;GNL-0050;Hakan Özdemir;Tam Katılım;82;
KAT-0309;EĞT-0016;GNL-0066;Barış Kaya;Tam Katılım;93;
KAT-0310;EĞT-0016;GNL-0013;Mert Aksoy;Kısmi Katılım;45;
KAT-0311;EĞT-0016;GNL-0058;Melis Kılıç;Tam Katılım;95;
KAT-0312;EĞT-0016;GNL-0067;Emre Öztürk;Tam Katılım;84;
KAT-0313;EĞT-0016;GNL-0027;Nazlı Kara;Tam Katılım;88;
KAT-0314;EĞT-0017;GNL-0043;Nazlı Doğan;Tam Katılım;97;
KAT-0315;EĞT-0017;GNL-0034;Onur Aydın;Tam Katılım;84;
KAT-0316;EĞT-0017;GNL-0047;Umut Şahin;Tam Katılım;86;
KAT-0317;EĞT-0017;GNL-0060;Ceren Aydın;Tam Katılım;78;
KAT-0318;EĞT-0017;GNL-0058;Melis Kılıç;Kısmi Katılım;21;
KAT-0319;EĞT-0017;GNL-0019;Melis Öztürk;Tam Katılım;96;
KAT-0320;EĞT-0017;GNL-0010;Hakan Doğan;Katılmadı;0;
KAT-0321;EĞT-0017;GNL-0032;Selin Aslan;Tam Katılım;80;
KAT-0322;EĞT-0017;GNL-0059;Tuğçe Doğan;Tam Katılım;80;
KAT-0323;EĞT-0017;GNL-0069;Elif Çelik;Tam Katılım;91;
KAT-0324;EĞT-0017;GNL-0056;Umut Şahin;Tam Katılım;83;
KAT-0325;EĞT-0017;GNL-0026;Pelin Şahin;Tam Katılım;91;
KAT-0326;EĞT-0017;GNL-0038;Ayşe Kılıç;Tam Katılım;95;
KAT-0327;EĞT-0017;GNL-0068;Buse Aydın;Tam Katılım;100;
KAT-0328;EĞT-0017;GNL-0036;Ayşe Şimşek;Tam Katılım;96;
KAT-0329;EĞT-0017;GNL-0070;Pelin Aksoy;Tam Katılım;80;
KAT-0330;EĞT-0017;GNL-0078;Mert Kara;Tam Katılım;82;
KAT-0331;EĞT-0017;GNL-0044;Ayşe Çelik;Tam Katılım;90;
KAT-0332;EĞT-0017;GNL-0020;Zeynep Kaya;Tam Katılım;88;
KAT-0333;EĞT-0017;GNL-0037;Onur Aslan;Tam Katılım;81;
KAT-0334;EĞT-0017;GNL-0009;Selin Aslan;Tam Katılım;80;
KAT-0335;EĞT-0018;GNL-0080;Buse Kaya;Tam Katılım;100;
KAT-0336;EĞT-0018;GNL-0048;Mert Polat;Tam Katılım;77;
KAT-0337;EĞT-0018;GNL-0074;Ayşe Özdemir;Tam Katılım;76;
KAT-0338;EĞT-0018;GNL-0064;Hakan Aslan;Tam Katılım;91;
KAT-0339;EĞT-0018;GNL-0023;İrem Aslan;Tam Katılım;92;
KAT-0340;EĞT-0018;GNL-0062;Mehmet Aksoy;Kısmi Katılım;44;
KAT-0341;EĞT-0018;GNL-0024;Melis Yılmaz;Tam Katılım;99;
KAT-0342;EĞT-0018;GNL-0021;Burak Öztürk;Kısmi Katılım;35;
KAT-0343;EĞT-0018;GNL-0040;Selin Özdemir;Tam Katılım;100;
KAT-0344;EĞT-0018;GNL-0022;Elif Çetin;Tam Katılım;94;
KAT-0345;EĞT-0018;GNL-0035;Zeynep Polat;Kısmi Katılım;23;
KAT-0346;EĞT-0018;GNL-0010;Hakan Doğan;Tam Katılım;76;
KAT-0347;EĞT-0019;GNL-0032;Selin Aslan;Tam Katılım;88;
KAT-0348;EĞT-0019;GNL-0056;Umut Şahin;Tam Katılım;86;
KAT-0349;EĞT-0019;GNL-0017;Pelin Aydın;Kısmi Katılım;25;
KAT-0350;EĞT-0019;GNL-0003;Seda Kara;Tam Katılım;75;
KAT-0351;EĞT-0019;GNL-0041;Selin Polat;Tam Katılım;98;
KAT-0352;EĞT-0019;GNL-0005;Aslı Yıldız;Tam Katılım;93;
KAT-0353;EĞT-0019;GNL-0077;Can Şahin;Tam Katılım;79;
KAT-0354;EĞT-0019;GNL-0007;Elif Çelik;Kısmi Katılım;72;
KAT-0355;EĞT-0019;GNL-0035;Zeynep Polat;Kısmi Katılım;45;
KAT-0356;EĞT-0019;GNL-0051;Melis Çetin;Tam Katılım;96;
KAT-0357;EĞT-0019;GNL-0027;Nazlı Kara;Tam Katılım;79;
KAT-0358;EĞT-0019;GNL-0026;Pelin Şahin;Tam Katılım;83;
KAT-0359;EĞT-0019;GNL-0065;Aslı Polat;Tam Katılım;98;
KAT-0360;EĞT-0019;GNL-0063;Derya Kaya;Tam Katılım;90;
KAT-0361;EĞT-0019;GNL-0067;Emre Öztürk;Tam Katılım;75;
KAT-0362;EĞT-0019;GNL-0066;Barış Kaya;Tam Katılım;91;
KAT-0363;EĞT-0019;GNL-0080;Buse Kaya;Tam Katılım;87;
KAT-0364;EĞT-0019;GNL-0006;Cem Şahin;Tam Katılım;80;
KAT-0365;EĞT-0019;GNL-0055;İrem Çelik;Kısmi Katılım;66;
KAT-0366;EĞT-0019;GNL-0013;Mert Aksoy;Tam Katılım;75;
KAT-0367;EĞT-0019;GNL-0031;Hakan Yıldız;Katılmadı;0;
KAT-0368;EĞT-0019;GNL-0010;Hakan Doğan;Tam Katılım;80;
KAT-0369;EĞT-0019;GNL-0068;Buse Aydın;Tam Katılım;77;
KAT-0370;EĞT-0019;GNL-0023;İrem Aslan;Tam Katılım;84;
KAT-0371;EĞT-0019;GNL-0078;Mert Kara;Tam Katılım;95;
KAT-0372;EĞT-0019;GNL-0037;Onur Aslan;Tam Katılım;91;
KAT-0373;EĞT-0019;GNL-0073;Pelin Yılmaz;Tam Katılım;78;
KAT-0374;EĞT-0020;GNL-0051;Melis Çetin;Kısmi Katılım;72;
KAT-0375;EĞT-0020;GNL-0072;Emre Özdemir;Tam Katılım;79;
KAT-0376;EĞT-0020;GNL-0017;Pelin Aydın;Tam Katılım;91;
KAT-0377;EĞT-0020;GNL-0027;Nazlı Kara;Tam Katılım;94;
KAT-0378;EĞT-0020;GNL-0025;Furkan Şahin;Tam Katılım;76;
KAT-0379;EĞT-0020;GNL-0049;Ece Öztürk;Tam Katılım;83;
KAT-0380;EĞT-0020;GNL-0045;Can Aksoy;Tam Katılım;88;
KAT-0381;EĞT-0020;GNL-0047;Umut Şahin;Tam Katılım;97;
KAT-0382;EĞT-0020;GNL-0067;Emre Öztürk;Tam Katılım;84;
KAT-0383;EĞT-0020;GNL-0033;Ece Özdemir;Tam Katılım;88;
KAT-0384;EĞT-0020;GNL-0078;Mert Kara;Tam Katılım;81;
KAT-0385;EĞT-0020;GNL-0037;Onur Aslan;Tam Katılım;90;
KAT-0386;EĞT-0020;GNL-0066;Barış Kaya;Tam Katılım;100;
KAT-0387;EĞT-0020;GNL-0010;Hakan Doğan;Kısmi Katılım;27;
KAT-0388;EĞT-0020;GNL-0040;Selin Özdemir;Tam Katılım;92;
KAT-0389;EĞT-0020;GNL-0076;Elif Şimşek;Tam Katılım;78;
KAT-0390;EĞT-0020;GNL-0039;Furkan Kurt;Tam Katılım;96;
KAT-0391;EĞT-0021;GNL-0041;Selin Polat;Kısmi Katılım;63;
KAT-0392;EĞT-0021;GNL-0050;Hakan Özdemir;Tam Katılım;100;
KAT-0393;EĞT-0021;GNL-0024;Melis Yılmaz;Tam Katılım;87;
KAT-0394;EĞT-0021;GNL-0072;Emre Özdemir;Tam Katılım;83;
KAT-0395;EĞT-0021;GNL-0007;Elif Çelik;Tam Katılım;81;
KAT-0396;EĞT-0021;GNL-0016;Ece Doğan;Kısmi Katılım;41;
KAT-0397;EĞT-0021;GNL-0004;Umut Doğan;Tam Katılım;96;
KAT-0398;EĞT-0021;GNL-0025;Furkan Şahin;Tam Katılım;96;
KAT-0399;EĞT-0021;GNL-0018;Derya Aksoy;Tam Katılım;94;
KAT-0400;EĞT-0021;GNL-0047;Umut Şahin;Tam Katılım;81;
KAT-0401;EĞT-0021;GNL-0073;Pelin Yılmaz;Tam Katılım;98;
KAT-0402;EĞT-0021;GNL-0030;Hakan Çetin;Tam Katılım;81;
KAT-0403;EĞT-0021;GNL-0002;Mert Yıldız;Tam Katılım;75;
KAT-0404;EĞT-0021;GNL-0069;Elif Çelik;Tam Katılım;76;
KAT-0405;EĞT-0021;GNL-0001;Tolga Öztürk;Tam Katılım;85;
KAT-0406;EĞT-0021;GNL-0015;Furkan Öztürk;Tam Katılım;76;
KAT-0407;EĞT-0021;GNL-0053;Tolga Kurt;Tam Katılım;82;
KAT-0408;EĞT-0021;GNL-0043;Nazlı Doğan;Tam Katılım;82;
KAT-0409;EĞT-0021;GNL-0071;Hakan Aslan;Tam Katılım;76;
KAT-0410;EĞT-0021;GNL-0059;Tuğçe Doğan;Tam Katılım;90;
KAT-0411;EĞT-0021;GNL-0056;Umut Şahin;Tam Katılım;82;
KAT-0412;EĞT-0021;GNL-0068;Buse Aydın;Tam Katılım;75;
KAT-0413;EĞT-0021;GNL-0022;Elif Çetin;Tam Katılım;83;
KAT-0414;EĞT-0022;GNL-0057;Emre Doğan;Tam Katılım;76;
KAT-0415;EĞT-0022;GNL-0045;Can Aksoy;Katılmadı;0;
KAT-0416;EĞT-0022;GNL-0048;Mert Polat;Tam Katılım;94;
KAT-0417;EĞT-0022;GNL-0034;Onur Aydın;Tam Katılım;75;
KAT-0418;EĞT-0022;GNL-0032;Selin Aslan;Kısmi Katılım;51;
KAT-0419;EĞT-0022;GNL-0002;Mert Yıldız;Tam Katılım;99;
KAT-0420;EĞT-0022;GNL-0068;Buse Aydın;Tam Katılım;82;
KAT-0421;EĞT-0022;GNL-0053;Tolga Kurt;Tam Katılım;90;
KAT-0422;EĞT-0022;GNL-0040;Selin Özdemir;Tam Katılım;100;
KAT-0423;EĞT-0022;GNL-0067;Emre Öztürk;Tam Katılım;89;
KAT-0424;EĞT-0022;GNL-0070;Pelin Aksoy;Tam Katılım;83;
KAT-0425;EĞT-0022;GNL-0020;Zeynep Kaya;Tam Katılım;87;
KAT-0426;EĞT-0022;GNL-0059;Tuğçe Doğan;Tam Katılım;76;
KAT-0427;EĞT-0022;GNL-0019;Melis Öztürk;Tam Katılım;89;
KAT-0428;EĞT-0022;GNL-0039;Furkan Kurt;Katılmadı;0;
KAT-0429;EĞT-0022;GNL-0060;Ceren Aydın;Tam Katılım;87;
KAT-0430;EĞT-0022;GNL-0044;Ayşe Çelik;Tam Katılım;85;
KAT-0431;EĞT-0023;GNL-0009;Selin Aslan;Tam Katılım;92;
KAT-0432;EĞT-0023;GNL-0071;Hakan Aslan;Tam Katılım;75;
KAT-0433;EĞT-0023;GNL-0021;Burak Öztürk;Tam Katılım;92;
KAT-0434;EĞT-0023;GNL-0074;Ayşe Özdemir;Kısmi Katılım;65;
KAT-0435;EĞT-0023;GNL-0022;Elif Çetin;Tam Katılım;97;
KAT-0436;EĞT-0023;GNL-0051;Melis Çetin;Tam Katılım;93;
KAT-0437;EĞT-0023;GNL-0080;Buse Kaya;Kısmi Katılım;35;
KAT-0438;EĞT-0023;GNL-0006;Cem Şahin;Tam Katılım;75;
KAT-0439;EĞT-0023;GNL-0076;Elif Şimşek;Tam Katılım;88;
KAT-0440;EĞT-0023;GNL-0057;Emre Doğan;Tam Katılım;94;
KAT-0441;EĞT-0023;GNL-0034;Onur Aydın;Tam Katılım;90;
KAT-0442;EĞT-0023;GNL-0016;Ece Doğan;Kısmi Katılım;33;
KAT-0443;EĞT-0023;GNL-0026;Pelin Şahin;Tam Katılım;100;
KAT-0444;EĞT-0023;GNL-0010;Hakan Doğan;Tam Katılım;90;
KAT-0445;EĞT-0023;GNL-0008;Ayşe Aydın;Tam Katılım;99;
KAT-0446;EĞT-0023;GNL-0030;Hakan Çetin;Tam Katılım;82;
KAT-0447;EĞT-0023;GNL-0067;Emre Öztürk;Kısmi Katılım;24;
KAT-0448;EĞT-0023;GNL-0036;Ayşe Şimşek;Tam Katılım;81;
KAT-0449;EĞT-0023;GNL-0005;Aslı Yıldız;Tam Katılım;76;
KAT-0450;EĞT-0023;GNL-0012;Elif Kara;Tam Katılım;77;
KAT-0451;EĞT-0023;GNL-0027;Nazlı Kara;Tam Katılım;97;
KAT-0452;EĞT-0023;GNL-0064;Hakan Aslan;Katılmadı;0;
KAT-0453;EĞT-0023;GNL-0055;İrem Çelik;Tam Katılım;85;
KAT-0454;EĞT-0023;GNL-0040;Selin Özdemir;Kısmi Katılım;68;
KAT-0455;EĞT-0023;GNL-0019;Melis Öztürk;Tam Katılım;80;
KAT-0456;EĞT-0023;GNL-0070;Pelin Aksoy;Tam Katılım;87;
KAT-0457;EĞT-0024;GNL-0076;Elif Şimşek;Tam Katılım;89;
KAT-0458;EĞT-0024;GNL-0048;Mert Polat;Tam Katılım;95;
KAT-0459;EĞT-0024;GNL-0059;Tuğçe Doğan;Tam Katılım;85;
KAT-0460;EĞT-0024;GNL-0046;Barış Yıldız;Katılmadı;0;
KAT-0461;EĞT-0024;GNL-0074;Ayşe Özdemir;Tam Katılım;84;
KAT-0462;EĞT-0024;GNL-0062;Mehmet Aksoy;Tam Katılım;85;
KAT-0463;EĞT-0024;GNL-0035;Zeynep Polat;Tam Katılım;84;
KAT-0464;EĞT-0024;GNL-0065;Aslı Polat;Tam Katılım;100;
KAT-0465;EĞT-0024;GNL-0002;Mert Yıldız;Kısmi Katılım;44;
KAT-0466;EĞT-0024;GNL-0004;Umut Doğan;Tam Katılım;99;
KAT-0467;EĞT-0024;GNL-0053;Tolga Kurt;Katılmadı;0;
KAT-0468;EĞT-0024;GNL-0078;Mert Kara;Tam Katılım;93;
KAT-0469;EĞT-0024;GNL-0067;Emre Öztürk;Kısmi Katılım;36;
KAT-0470;EĞT-0024;GNL-0070;Pelin Aksoy;Kısmi Katılım;46;
KAT-0471;EĞT-0024;GNL-0040;Selin Özdemir;Tam Katılım;82;
KAT-0472;EĞT-0024;GNL-0045;Can Aksoy;Tam Katılım;85;
KAT-0473;EĞT-0024;GNL-0042;Elif Çetin;Tam Katılım;91;
KAT-0474;EĞT-0024;GNL-0057;Emre Doğan;Tam Katılım;99;
KAT-0475;EĞT-0024;GNL-0021;Burak Öztürk;Tam Katılım;75;
KAT-0476;EĞT-0024;GNL-0018;Derya Aksoy;Tam Katılım;79;
KAT-0477;EĞT-0024;GNL-0013;Mert Aksoy;Tam Katılım;98;
KAT-0478;EĞT-0024;GNL-0050;Hakan Özdemir;Tam Katılım;93;
KAT-0479;EĞT-0024;GNL-0032;Selin Aslan;Tam Katılım;99;
KAT-0480;EĞT-0024;GNL-0023;İrem Aslan;Tam Katılım;79;
KAT-0481;EĞT-0024;GNL-0036;Ayşe Şimşek;Tam Katılım;87;
KAT-0482;EĞT-0024;GNL-0017;Pelin Aydın;Katılmadı;0;
KAT-0483;EĞT-0025;GNL-0010;Hakan Doğan;Tam Katılım;85;
KAT-0484;EĞT-0025;GNL-0064;Hakan Aslan;Tam Katılım;79;
KAT-0485;EĞT-0025;GNL-0070;Pelin Aksoy;Tam Katılım;76;
KAT-0486;EĞT-0025;GNL-0001;Tolga Öztürk;Tam Katılım;80;
KAT-0487;EĞT-0025;GNL-0020;Zeynep Kaya;Tam Katılım;97;
KAT-0488;EĞT-0025;GNL-0013;Mert Aksoy;Tam Katılım;75;
KAT-0489;EĞT-0025;GNL-0043;Nazlı Doğan;Tam Katılım;90;
KAT-0490;EĞT-0025;GNL-0066;Barış Kaya;Tam Katılım;89;
KAT-0491;EĞT-0025;GNL-0053;Tolga Kurt;Tam Katılım;92;
KAT-0492;EĞT-0025;GNL-0048;Mert Polat;Kısmi Katılım;25;
KAT-0493;EĞT-0025;GNL-0067;Emre Öztürk;Tam Katılım;80;
KAT-0494;EĞT-0025;GNL-0015;Furkan Öztürk;Tam Katılım;76;
KAT-0495;EĞT-0025;GNL-0059;Tuğçe Doğan;Tam Katılım;78;
KAT-0496;EĞT-0025;GNL-0036;Ayşe Şimşek;Tam Katılım;95;
KAT-0497;EĞT-0025;GNL-0039;Furkan Kurt;Tam Katılım;94;
KAT-0498;EĞT-0025;GNL-0058;Melis Kılıç;Tam Katılım;87;
KAT-0499;EĞT-0025;GNL-0046;Barış Yıldız;Tam Katılım;97;
KAT-0500;EĞT-0025;GNL-0033;Ece Özdemir;Kısmi Katılım;58;
KAT-0501;EĞT-0026;GNL-0016;Ece Doğan;Katılmadı;0;
KAT-0502;EĞT-0026;GNL-0064;Hakan Aslan;Tam Katılım;82;
KAT-0503;EĞT-0026;GNL-0028;Hakan Şahin;Tam Katılım;75;
KAT-0504;EĞT-0026;GNL-0072;Emre Özdemir;Tam Katılım;89;
KAT-0505;EĞT-0026;GNL-0007;Elif Çelik;Tam Katılım;98;
KAT-0506;EĞT-0026;GNL-0073;Pelin Yılmaz;Tam Katılım;100;
KAT-0507;EĞT-0026;GNL-0078;Mert Kara;Tam Katılım;92;
KAT-0508;EĞT-0026;GNL-0059;Tuğçe Doğan;Tam Katılım;93;
KAT-0509;EĞT-0026;GNL-0003;Seda Kara;Kısmi Katılım;29;
KAT-0510;EĞT-0026;GNL-0033;Ece Özdemir;Tam Katılım;88;
KAT-0511;EĞT-0026;GNL-0080;Buse Kaya;Kısmi Katılım;53;
KAT-0512;EĞT-0026;GNL-0048;Mert Polat;Tam Katılım;81;
KAT-0513;EĞT-0026;GNL-0005;Aslı Yıldız;Tam Katılım;75;
KAT-0514;EĞT-0026;GNL-0026;Pelin Şahin;Kısmi Katılım;52;
KAT-0515;EĞT-0026;GNL-0039;Furkan Kurt;Tam Katılım;96;
KAT-0516;EĞT-0026;GNL-0065;Aslı Polat;Tam Katılım;83;
KAT-0517;EĞT-0026;GNL-0077;Can Şahin;Katılmadı;0;
KAT-0518;EĞT-0026;GNL-0045;Can Aksoy;Tam Katılım;98;
KAT-0519;EĞT-0026;GNL-0006;Cem Şahin;Tam Katılım;85;
KAT-0520;EĞT-0026;GNL-0041;Selin Polat;Tam Katılım;75;
KAT-0521;EĞT-0027;GNL-0073;Pelin Yılmaz;Tam Katılım;95;
KAT-0522;EĞT-0027;GNL-0010;Hakan Doğan;Tam Katılım;88;
KAT-0523;EĞT-0027;GNL-0067;Emre Öztürk;Tam Katılım;76;
KAT-0524;EĞT-0027;GNL-0053;Tolga Kurt;Tam Katılım;81;
KAT-0525;EĞT-0027;GNL-0046;Barış Yıldız;Tam Katılım;81;
KAT-0526;EĞT-0027;GNL-0072;Emre Özdemir;Tam Katılım;97;
KAT-0527;EĞT-0027;GNL-0048;Mert Polat;Tam Katılım;78;
KAT-0528;EĞT-0027;GNL-0078;Mert Kara;Tam Katılım;94;
KAT-0529;EĞT-0027;GNL-0036;Ayşe Şimşek;Tam Katılım;85;
KAT-0530;EĞT-0027;GNL-0042;Elif Çetin;Tam Katılım;99;
KAT-0531;EĞT-0027;GNL-0070;Pelin Aksoy;Tam Katılım;93;
KAT-0532;EĞT-0027;GNL-0043;Nazlı Doğan;Tam Katılım;77;
KAT-0533;EĞT-0027;GNL-0040;Selin Özdemir;Tam Katılım;93;
KAT-0534;EĞT-0027;GNL-0049;Ece Öztürk;Tam Katılım;94;
KAT-0535;EĞT-0027;GNL-0080;Buse Kaya;Tam Katılım;76;
KAT-0536;EĞT-0027;GNL-0018;Derya Aksoy;Katılmadı;0;
KAT-0537;EĞT-0027;GNL-0013;Mert Aksoy;Tam Katılım;100;
KAT-0538;EĞT-0027;GNL-0032;Selin Aslan;Tam Katılım;84;
KAT-0539;EĞT-0027;GNL-0050;Hakan Özdemir;Tam Katılım;95;
KAT-0540;EĞT-0027;GNL-0059;Tuğçe Doğan;Tam Katılım;80;
KAT-0541;EĞT-0027;GNL-0027;Nazlı Kara;Kısmi Katılım;20;
KAT-0542;EĞT-0027;GNL-0062;Mehmet Aksoy;Tam Katılım;86;
KAT-0543;EĞT-0027;GNL-0066;Barış Kaya;Tam Katılım;89;
KAT-0544;EĞT-0027;GNL-0002;Mert Yıldız;Tam Katılım;93;
KAT-0545;EĞT-0027;GNL-0025;Furkan Şahin;Tam Katılım;86;
KAT-0546;EĞT-0027;GNL-0057;Emre Doğan;Tam Katılım;86;
KAT-0547;EĞT-0027;GNL-0033;Ece Özdemir;Tam Katılım;76;
KAT-0548;EĞT-0027;GNL-0008;Ayşe Aydın;Tam Katılım;88;
KAT-0549;EĞT-0027;GNL-0001;Tolga Öztürk;Tam Katılım;89;
KAT-0550;EĞT-0028;GNL-0026;Pelin Şahin;Tam Katılım;80;
KAT-0551;EĞT-0028;GNL-0016;Ece Doğan;Tam Katılım;85;
KAT-0552;EĞT-0028;GNL-0024;Melis Yılmaz;Tam Katılım;89;
KAT-0553;EĞT-0028;GNL-0078;Mert Kara;Tam Katılım;96;
KAT-0554;EĞT-0028;GNL-0031;Hakan Yıldız;Tam Katılım;77;
KAT-0555;EĞT-0028;GNL-0039;Furkan Kurt;Tam Katılım;91;
KAT-0556;EĞT-0028;GNL-0021;Burak Öztürk;Kısmi Katılım;23;
KAT-0557;EĞT-0028;GNL-0035;Zeynep Polat;Tam Katılım;79;
KAT-0558;EĞT-0028;GNL-0001;Tolga Öztürk;Tam Katılım;100;
KAT-0559;EĞT-0028;GNL-0055;İrem Çelik;Kısmi Katılım;44;
